Objects
100
,,Global Angle fuselage:fuselage,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
722,0,-0.043319,-0.326250,2.976622,8370.277344,2086.187256,1571.495483
723,0,-0.039735,-0.319052,2.979609,8343.174805,2080.125977,1570.172974
724,0,-0.035385,-0.313011,2.982736,8316.234375,2073.917725,1569.087524
725,0,-0.028816,-0.308805,2.986096,8289.254883,2067.530762,1568.059204
726,0,-0.022292,-0.305709,2.989054,8262.241211,2061.282227,1567.078735
727,0,-0.019611,-0.301124,2.993295,8234.996094,2055.196777,1566.112793
728,0,-0.011397,-0.299152,2.996678,8207.786133,2048.963379,1565.204102
729,0,-0.004970,-0.296615,3.000389,8180.658203,2042.769409,1564.970703
730,0,0.001128,-0.294248,3.003771,8153.055176,2036.729858,1564.368042
731,0,0.005846,-0.291348,3.006805,8125.315430,2030.574341,1563.929077
732,0,0.010290,-0.286022,3.010066,8097.458008,2024.287476,1563.883667
733,0,0.015517,-0.281901,3.012387,8069.548828,2017.878540,1564.123291
734,0,0.021417,-0.277153,3.014917,8041.321777,2011.298706,1564.423950
735,0,0.024125,-0.268873,3.017610,8012.825195,2004.877808,1564.803223
736,0,0.028336,-0.261961,3.019989,7984.279785,1998.202881,1565.368408
737,0,0.033494,-0.255236,3.022283,7955.846680,1991.529541,1565.917236
738,0,0.036243,-0.246796,3.024920,7927.292969,1984.990845,1566.977905
739,0,0.037187,-0.239162,3.027350,7898.523438,1978.530029,1567.749756
740,0,0.039950,-0.231844,3.029854,7869.783691,1971.996582,1568.819092
741,0,0.041450,-0.223933,3.032446,7840.971191,1965.478271,1569.962402
742,0,0.040731,-0.216693,3.035091,7811.975586,1958.705322,1570.729370
743,0,0.040846,-0.208115,3.037993,7783.094727,1951.928833,1571.869385
744,0,0.038786,-0.199668,3.040907,7754.031738,1945.014893,1572.767822
745,0,0.036674,-0.191905,3.044061,7725.299805,1937.833984,1573.937256
746,0,0.034639,-0.184463,3.047488,7696.532715,1930.676758,1575.081421
747,0,0.030496,-0.177546,3.050622,7667.685547,1923.355835,1576.140015
748,0,0.027345,-0.170276,3.054134,7639.241211,1915.906372,1577.328369
749,0,0.024047,-0.166339,3.058043,7610.666016,1908.455688,1578.112793
750,0,0.021955,-0.162529,3.061216,7582.482910,1900.854980,1579.448120
751,0,0.020767,-0.161943,3.064793,7554.141113,1893.209229,1580.352661
752,0,0.021044,-0.158688,3.068788,7525.915039,1885.544800,1580.895020
753,0,0.021144,-0.157446,3.072854,7498.080078,1877.937866,1581.644653
754,0,0.022055,-0.159359,3.075413,7470.142090,1869.909058,1582.142456
755,0,0.020587,-0.159283,3.078647,7442.401367,1862.047852,1582.331787
756,0,0.019914,-0.158836,3.081553,7414.719727,1854.476074,1582.327393
757,0,0.021599,-0.158207,3.084956,7387.164062,1846.614624,1582.421021
758,0,0.020212,-0.157545,3.087367,7359.718262,1838.622070,1582.256958
759,0,0.024041,-0.154809,3.089988,7332.788574,1830.710449,1582.795654
760,0,0.025695,-0.155237,3.091694,7305.446777,1822.326904,1581.950317
761,0,0.027049,-0.153666,3.094308,7278.646973,1814.100464,1581.374756
762,0,0.036337,-0.151893,3.096438,7251.812500,1805.464233,1580.641602
763,0,0.043350,-0.151007,3.098448,7225.166016,1797.339966,1580.145264
764,0,0.050446,-0.152611,3.100217,7197.893555,1789.080200,1578.702271
765,0,0.057972,-0.153865,3.102407,7170.843262,1781.148438,1577.948364
766,0,0.066106,-0.152941,3.104512,7143.831543,1773.612671,1577.429688
767,0,0.070110,-0.151375,3.106352,7116.600098,1765.888428,1576.389648
768,0,0.071504,-0.153399,3.108712,7088.979980,1758.168701,1576.155151
769,0,0.072030,-0.150728,3.110355,7061.691406,1750.625000,1575.640991
770,0,0.072680,-0.150618,3.112580,7034.041504,1742.954712,1575.209351
771,0,0.072570,-0.148900,3.114042,7006.726562,1735.456299,1575.552612
772,0,0.072823,-0.146602,3.116715,6978.891602,1727.447998,1575.672241
773,0,0.071800,-0.142950,3.118023,6951.211914,1719.954224,1575.861206
774,0,0.068323,-0.140442,3.120186,6923.314941,1712.305420,1576.736816
775,0,0.069368,-0.137670,3.121341,6895.578613,1704.942627,1577.095459
776,0,0.067869,-0.135912,3.123745,6867.636230,1697.884766,1578.213989
777,0,0.068190,-0.133186,3.124998,6839.723633,1690.641602,1579.417114
778,0,0.070700,-0.131100,3.126687,6811.635254,1683.682739,1580.510620
779,0,0.069998,-0.128973,3.128403,6783.538574,1676.774292,1581.777710
780,0,0.071292,-0.124823,3.129330,6755.132812,1669.693970,1583.127808
781,0,0.070770,-0.120740,3.130591,6726.684570,1662.922607,1584.339233
782,0,0.069036,-0.117428,3.132066,6698.190918,1655.828491,1585.464111
783,0,0.068215,-0.113045,3.133257,6669.539551,1648.890259,1586.599487
784,0,0.066158,-0.109048,3.134723,6641.048340,1642.049072,1587.562622
785,0,0.059604,-0.104740,3.135970,6612.257812,1635.577026,1588.787598
786,0,0.056130,-0.101171,3.137444,6583.648438,1629.011475,1589.546875
787,0,0.051544,-0.098616,3.139142,6554.941895,1623.044922,1590.565308
788,0,0.048241,-0.095869,3.140962,6526.039551,1617.095947,1591.441040
789,0,0.044353,-0.093613,3.142807,6497.121582,1611.422363,1591.911499
790,0,0.042149,-0.091808,3.144850,6468.161621,1605.949097,1592.604370
791,0,0.039955,-0.089350,3.146477,6438.967285,1600.211304,1593.111572
792,0,0.040354,-0.085180,3.148232,6409.845215,1594.705811,1593.240845
793,0,0.038905,-0.081401,3.149917,6380.619141,1589.187744,1593.447266
794,0,0.038550,-0.075123,3.150845,6351.333984,1583.682007,1593.440552
795,0,0.039542,-0.068972,3.151396,6321.825195,1577.905762,1592.981079
796,0,0.039343,-0.060791,3.151885,6292.479492,1572.145630,1592.740967
797,0,0.039045,-0.052586,3.152463,6262.968262,1566.304565,1592.597778
798,0,0.040645,-0.043785,3.152245,6233.565430,1560.394653,1591.961304
799,0,0.042960,-0.034570,3.151875,6204.103516,1554.429932,1591.261230
800,0,0.045178,-0.027001,3.151848,6174.643066,1548.597778,1590.455811
801,0,0.045949,-0.019496,3.151816,6145.227539,1542.667358,1589.607910
802,0,0.049570,-0.013026,3.151911,6115.875488,1536.754395,1588.548706
803,0,0.052988,-0.006411,3.152465,6086.549316,1530.873413,1587.241089
804,0,0.054862,-0.001230,3.152859,6057.183105,1525.150757,1586.062378
805,0,0.055834,0.005171,3.153434,6027.675781,1519.481201,1584.928467
806,0,0.059004,0.008960,3.153848,5998.099609,1513.506226,1584.047852
807,0,0.058803,0.012936,3.154198,5968.062988,1507.566284,1583.384155
808,0,0.060073,0.018679,3.155423,5938.040039,1501.606567,1583.189941
809,0,0.061018,0.023784,3.156118,5907.969238,1495.413940,1583.016846
810,0,0.062219,0.027789,3.157376,5877.803223,1489.335449,1583.279053
811,0,0.062919,0.031809,3.158188,5847.638184,1483.172852,1583.774048
812,0,0.065789,0.035764,3.158943,5817.457520,1476.834961,1584.465088
813,0,0.067607,0.038621,3.159168,5787.308594,1470.453857,1585.462769
814,0,0.070413,0.043234,3.159700,5757.133789,1463.893555,1586.697266
815,0,0.072441,0.047061,3.159812,5726.951172,1457.324951,1588.214355
816,0,0.074349,0.050904,3.160081,5696.671875,1450.518799,1589.872925
817,0,0.077358,0.055008,3.159942,5666.681152,1443.681396,1591.648071
818,0,0.079427,0.058055,3.160041,5636.461426,1436.525024,1593.579224
819,0,0.081791,0.062730,3.160490,5606.584473,1429.311768,1595.295166
820,0,0.082366,0.065571,3.160467,5576.793945,1421.926880,1597.100464
821,0,0.082460,0.069464,3.159750,5547.069824,1414.525269,1598.821045
822,0,0.082624,0.073620,3.160054,5517.578125,1407.009888,1600.245850
823,0,0.080873,0.074970,3.160245,5487.961914,1399.067505,1601.197876
824,0,0.080589,0.079253,3.160316,5458.743652,1391.542847,1602.155518
825,0,0.076299,0.080361,3.159645,5429.286133,1383.481445,1602.796265
826,0,0.073500,0.085825,3.160031,5400.234863,1375.829712,1603.510498
827,0,0.069587,0.086946,3.159966,5370.823242,1368.037109,1603.978271
828,0,0.068130,0.086477,3.160074,5341.742188,1360.336670,1604.515137
829,0,0.065702,0.087263,3.160563,5312.566895,1352.805298,1604.511475
830,0,0.063269,0.087029,3.161257,5283.418457,1345.389282,1604.691040
831,0,0.061936,0.085568,3.161779,5254.577148,1338.038940,1604.006226
832,0,0.061335,0.085400,3.162314,5225.552246,1330.814941,1603.717529
833,0,0.060697,0.085090,3.162755,5196.789062,1323.560181,1603.193237
834,0,0.058211,0.083780,3.162729,5167.983887,1316.254272,1602.229004
835,0,0.061514,0.083063,3.163845,5139.670898,1309.036743,1601.106689
836,0,0.059708,0.083472,3.162673,5110.945312,1301.781372,1600.135986
837,0,0.059743,0.084695,3.161741,5082.264648,1294.517212,1598.859741
838,0,0.059566,0.085472,3.160981,5053.895020,1287.243042,1597.633667
839,0,0.064265,0.085923,3.159600,5025.418457,1280.000244,1595.898926
840,0,0.064996,0.087182,3.158760,4997.296387,1272.699219,1594.156860
841,0,0.066696,0.087608,3.157740,4969.030273,1265.649414,1592.098145
842,0,0.070327,0.087346,3.156481,4940.833496,1258.392212,1589.745117
843,0,0.072877,0.086802,3.155464,4912.590820,1251.458496,1587.502319
844,0,0.075128,0.087754,3.153383,4884.418457,1244.709717,1584.676392
845,0,0.077553,0.088112,3.152924,4856.261230,1238.330688,1582.669678
846,0,0.076911,0.087909,3.152129,4827.949707,1231.889282,1580.216553
847,0,0.080020,0.088967,3.151084,4799.826172,1225.785522,1577.735718
848,0,0.079834,0.088559,3.150699,4771.489258,1219.528687,1575.806152
849,0,0.077888,0.090273,3.150544,4743.406738,1213.362305,1573.993896
850,0,0.075002,0.089891,3.150027,4714.947754,1207.198730,1572.416260
851,0,0.070689,0.091586,3.149770,4686.618164,1201.586426,1571.214844
852,0,0.069423,0.092453,3.149075,4658.406250,1195.662720,1569.901489
853,0,0.065323,0.092052,3.149160,4629.765137,1190.166260,1569.031738
854,0,0.062821,0.092808,3.148800,4601.100098,1184.683350,1568.440918
855,0,0.058995,0.093167,3.148532,4572.249023,1179.531006,1567.833008
856,0,0.054235,0.093677,3.148201,4543.358398,1174.455688,1567.483521
857,0,0.051470,0.094061,3.148344,4514.384766,1169.684204,1566.849365
858,0,0.044186,0.095631,3.147411,4485.370117,1164.920166,1566.601929
859,0,0.037985,0.098558,3.146994,4456.472168,1160.418091,1566.009644
860,0,0.030379,0.098471,3.147153,4427.405762,1155.822266,1565.553101
861,0,0.023791,0.101177,3.146595,4398.586426,1151.587891,1564.846924
862,0,0.016742,0.103874,3.146204,4369.680176,1147.438599,1564.050171
863,0,0.008151,0.109743,3.145206,4340.981445,1143.069214,1563.502075
864,0,0.001247,0.113266,3.144696,4312.153809,1139.245605,1562.252808
865,0,-0.007038,0.115933,3.143622,4283.103516,1134.959595,1561.051270
866,0,-0.014260,0.117949,3.143427,4253.968750,1131.103516,1559.532715
867,0,-0.020184,0.121158,3.142698,4224.910156,1127.304077,1557.945557
868,0,-0.024340,0.123269,3.141736,4195.847656,1123.596436,1556.099609
869,0,-0.027096,0.125040,3.141005,4166.622559,1119.944214,1554.299072
870,0,-0.029795,0.128094,3.139633,4137.585938,1116.432251,1551.987427
871,0,-0.032790,0.129560,3.138927,4108.399902,1112.768799,1549.791992
872,0,-0.034483,0.131591,3.137972,4079.172607,1109.137695,1547.187744
873,0,-0.035744,0.134014,3.137206,4049.987305,1105.344604,1544.593140
874,0,-0.036654,0.135733,3.136385,4020.524414,1101.622437,1541.699707
875,0,-0.039958,0.148748,3.132738,3991.649902,1097.880737,1537.406006
876,0,-0.039530,0.149481,3.132609,3962.083496,1094.146240,1534.248413
877,0,-0.040321,0.124909,3.132781,3932.699951,1089.915283,1530.047852
878,0,-0.040168,0.126815,3.132331,3903.604980,1086.148438,1526.312134
879,0,-0.039496,0.129802,3.130685,3874.547852,1082.005493,1522.447510
880,0,-0.040347,0.159200,3.127860,3845.541504,1078.427002,1519.002197
881,0,-0.036809,0.159298,3.128229,3816.503662,1074.216187,1515.007568
882,0,-0.035827,0.160875,3.127565,3787.544678,1070.275635,1510.656494
883,0,-0.034297,0.153689,3.129468,3758.641357,1066.197266,1506.910278
884,0,-0.032121,0.155949,3.128190,3729.704102,1062.039673,1502.645630
885,0,-0.030203,0.157407,3.127856,3700.808594,1058.003906,1498.386353
886,0,-0.029734,0.160134,3.127895,3671.725586,1054.001465,1494.237305
887,0,-0.029071,0.160579,3.128210,3642.500000,1049.916748,1490.556641
888,0,-0.028700,0.161678,3.128574,3613.308350,1045.773315,1486.898315
889,0,-0.026107,0.164028,3.128328,3584.372070,1041.679565,1483.332397
890,0,-0.025038,0.165255,3.129758,3555.129395,1037.733154,1480.238281
891,0,-0.028552,0.167516,3.129941,3526.052734,1033.992676,1476.974243
892,0,-0.026423,0.170063,3.130295,3497.113281,1030.047974,1474.013550
893,0,-0.027972,0.173921,3.130328,3467.860107,1026.112915,1471.290649
894,0,-0.029182,0.178516,3.129414,3438.807129,1021.914612,1468.940308
895,0,-0.032328,0.183429,3.129279,3409.605469,1017.630676,1466.899170
896,0,-0.035026,0.189862,3.128862,3380.457275,1013.404724,1464.863281
897,0,-0.037386,0.193801,3.129296,3351.364258,1008.912354,1463.240234
898,0,-0.039782,0.199421,3.129517,3322.636475,1004.551392,1461.563843
899,0,-0.042166,0.205981,3.130501,3294.268555,1000.450867,1459.573120
900,0,-0.045747,0.209640,3.130686,3266.228760,996.167114,1457.597656
901,0,-0.048790,0.214089,3.131881,3238.401367,991.987610,1456.090454
902,0,-0.053062,0.218656,3.133630,3210.617920,988.001526,1454.205322
903,0,-0.054208,0.222714,3.135249,3183.472168,983.578735,1452.199951
904,0,-0.057038,0.226099,3.136951,3156.212402,979.230713,1449.866333
905,0,-0.059684,0.229985,3.138559,3129.288330,974.896118,1447.270874
906,0,-0.059343,0.231259,3.141360,3102.625488,970.596558,1444.638672
907,0,-0.062487,0.233971,3.143268,3075.906494,966.401184,1441.501343
908,0,-0.063148,0.235930,3.145531,3049.406006,962.356628,1438.242432
909,0,-0.062716,0.239735,3.146966,3023.153564,958.491028,1434.441040
910,0,-0.064649,0.248488,3.148275,2996.937012,954.718445,1429.705688
911,0,-0.064508,0.250055,3.150820,2970.667969,950.953613,1425.392578
912,0,-0.062068,0.252534,3.152406,2944.548340,946.821411,1420.952515
913,0,-0.058261,0.255349,3.152979,2918.722900,942.670410,1416.029297
914,0,-0.055772,0.256292,3.154727,2892.585205,938.414551,1410.780884
915,0,-0.053966,0.256603,3.154391,2866.591309,934.187866,1405.382446
916,0,-0.050730,0.263427,3.156205,2840.820312,929.965576,1400.067383
917,0,-0.048761,0.265859,3.156546,2815.060791,925.758789,1394.343994
918,0,-0.045259,0.267867,3.157138,2789.593262,921.327881,1389.026733
919,0,-0.040499,0.267669,3.158338,2764.190430,916.840820,1383.572998
920,0,-0.034725,0.269854,3.158778,2738.947754,912.578247,1377.418213
921,0,-0.029676,0.271480,3.159131,2713.743164,908.069519,1371.116943
922,0,-0.026927,0.277333,3.158576,2688.237305,903.815369,1364.633179
923,0,-0.021162,0.276507,3.159475,2662.764404,899.513977,1358.490723
924,0,-0.018710,0.281428,3.159193,2637.531738,895.505371,1351.795532
925,0,-0.015223,0.280721,3.159571,2612.336426,891.561340,1346.247437
926,0,-0.009321,0.274357,3.160519,2587.317871,887.454346,1341.450684
927,0,-0.009116,0.276048,3.160514,2561.993408,883.536560,1336.262695
928,0,-0.004241,0.277797,3.160165,2536.945068,879.604248,1330.933960
929,0,-0.001290,0.277898,3.160408,2511.552979,875.936584,1326.107666
930,0,0.000687,0.277901,3.160914,2486.112793,872.253479,1321.294312
931,0,0.003105,0.280010,3.160273,2460.864014,869.238159,1316.221558
932,0,0.004980,0.278578,3.160961,2435.284668,865.954773,1311.956421
933,0,0.004696,0.279008,3.161282,2409.761475,863.117859,1307.728394
934,0,0.004447,0.277269,3.162584,2384.278320,860.349182,1304.019409
935,0,0.002567,0.278743,3.162188,2359.054443,857.739014,1299.859253
936,0,0.000317,0.279795,3.162427,2333.661133,855.176208,1296.026367
937,0,-0.003808,0.280657,3.162439,2308.382080,852.642944,1292.053955
938,0,-0.008768,0.282308,3.161981,2283.041260,850.062317,1288.459961
939,0,-0.013632,0.284120,3.161163,2257.823975,847.421570,1284.642822
940,0,-0.017371,0.285335,3.160059,2232.672607,844.768433,1280.931641
941,0,-0.023279,0.287321,3.158280,2207.733643,842.538208,1276.709839
942,0,-0.026749,0.288806,3.156783,2182.664551,840.034546,1272.568726
943,0,-0.031634,0.294009,3.155368,2157.683838,837.822327,1267.629639
944,0,-0.035689,0.294663,3.153484,2132.842041,835.703613,1262.745117
945,0,-0.039041,0.295350,3.151345,2107.843994,833.648621,1257.990967
946,0,-0.042459,0.296244,3.148489,2083.039551,831.720947,1252.706177
947,0,-0.046525,0.296800,3.145851,2058.075195,829.650146,1247.659424
948,0,-0.048446,0.297546,3.143002,2033.093506,827.467346,1242.303589
949,0,-0.050698,0.297941,3.140281,2008.351562,825.376404,1236.309082
950,0,-0.059007,0.297208,3.137436,1983.378906,823.303711,1230.567383
951,0,-0.061607,0.296418,3.134499,1958.435791,821.250427,1224.364014
952,0,-0.064887,0.295839,3.131600,1933.426758,819.387939,1217.784790
953,0,-0.065157,0.294517,3.128958,1908.544434,817.401794,1211.154663
954,0,-0.068480,0.293629,3.126134,1883.384033,815.391663,1204.798706
955,0,-0.068625,0.292007,3.123502,1858.581909,813.167114,1198.137329
956,0,-0.069551,0.290260,3.121589,1833.881470,810.814880,1191.341309
957,0,-0.070056,0.288736,3.119469,1808.997803,808.459717,1184.531860
958,0,-0.068571,0.285122,3.118006,1784.480225,806.151733,1177.307861
959,0,-0.067412,0.277237,3.116543,1760.071533,803.984131,1170.462891
960,0,-0.065545,0.272551,3.115955,1735.563599,801.961121,1163.094604
961,0,-0.063932,0.267349,3.114992,1711.264038,799.974915,1155.990234
962,0,-0.062109,0.262194,3.114403,1687.079590,797.857727,1149.162231
963,0,-0.060503,0.257817,3.113952,1663.250000,795.789307,1141.931274
964,0,-0.060730,0.252522,3.113478,1639.509033,793.487488,1135.171753
965,0,-0.060403,0.250097,3.112191,1616.065308,791.204529,1128.639038
966,0,-0.062540,0.247064,3.110845,1592.742188,788.958923,1122.433105
967,0,-0.062675,0.245207,3.108624,1569.822876,786.792969,1116.399292
968,0,-0.066100,0.243936,3.105594,1547.048584,784.637756,1110.450317
969,0,-0.065410,0.242346,3.102796,1524.322876,782.147034,1105.051514
970,0,-0.067362,0.242141,3.099044,1501.676025,779.697144,1099.590698
971,0,-0.067803,0.242160,3.095323,1479.067871,777.150574,1094.156860
972,0,-0.069289,0.243472,3.091058,1456.635376,774.659302,1088.918823
973,0,-0.069716,0.244513,3.086854,1434.391479,772.208130,1083.746826
974,0,-0.070013,0.245661,3.082508,1412.351318,770.086914,1078.416504
975,0,-0.070257,0.246674,3.078057,1390.355469,768.034912,1073.173828
976,0,-0.070585,0.248731,3.073474,1368.694092,766.266846,1067.506958
977,0,-0.072212,0.249561,3.069396,1347.018555,764.495789,1062.124878
978,0,-0.071534,0.251354,3.064874,1325.586548,762.686401,1056.538330
979,0,-0.075043,0.261357,3.060445,1304.067627,761.175781,1049.984375
980,0,-0.077665,0.259362,3.055343,1283.024048,759.251099,1044.568970
981,0,-0.081542,0.264154,3.051018,1261.756226,757.380432,1038.428467
982,0,-0.086433,0.270324,3.045490,1240.855347,755.601746,1031.995972
983,0,-0.094403,0.277165,3.039844,1219.836548,753.905151,1025.653198
984,0,-0.101101,0.282793,3.034888,1199.002686,752.401245,1019.114258
985,0,-0.109677,0.288434,3.029546,1178.122437,750.937744,1012.603149
986,0,-0.119187,0.295374,3.023636,1157.536133,749.792236,1005.682251
987,0,-0.128633,0.300538,3.018668,1136.807373,748.828674,998.566895
988,0,-0.137175,0.305809,3.013457,1116.182983,747.781494,991.343079
989,0,-0.145692,0.310694,3.008185,1095.680054,746.955383,983.953613
990,0,-0.153715,0.314818,3.003299,1075.286499,746.133789,976.551880
991,0,-0.164613,0.319841,2.997737,1054.994873,745.531982,968.521729
992,0,-0.170755,0.324891,2.994540,1034.613037,745.020874,960.538635
993,0,-0.178060,0.325859,2.990398,1014.482849,744.658386,952.554565
994,0,-0.182785,0.326478,2.986319,994.451355,744.085571,944.283630
995,0,-0.186004,0.325601,2.982224,974.655884,743.672791,935.674805
996,0,-0.189568,0.324639,2.978095,954.909363,742.946411,926.699951
997,0,-0.190722,0.326627,2.973289,935.485718,742.163391,917.222595
998,0,-0.191049,0.322274,2.970179,915.893188,740.993042,908.672424
999,0,-0.191282,0.319431,2.967156,896.796936,740.025391,899.312439
1000,0,-0.190434,0.318368,2.964005,877.925537,739.089905,889.548950
1001,0,-0.193156,0.308799,2.961535,859.257263,738.316162,880.152588
1002,0,-0.192842,0.305437,2.959586,840.699707,737.431396,870.294189
1003,0,-0.194904,0.302337,2.957616,822.237366,736.706421,860.449036
1004,0,-0.197709,0.301842,2.955653,804.011047,735.965759,850.990540
1005,0,-0.200407,0.300313,2.954195,786.070740,735.222351,841.545532
1006,0,-0.205752,0.299072,2.953254,768.086548,734.317383,832.004700
1007,0,-0.209981,0.296751,2.953080,750.420959,733.411255,822.419739
1008,0,-0.215763,0.296044,2.952632,732.797668,732.798828,812.996643
1009,0,-0.222167,0.295360,2.951988,715.345764,732.273438,803.717224
1010,0,-0.228877,0.296011,2.951751,698.065430,731.938171,794.753479
1011,0,-0.231885,0.292512,2.952636,681.010376,731.749573,785.824646
1012,0,-0.236733,0.288067,2.953816,664.278381,731.765930,776.403259
1013,0,-0.242487,0.286504,2.954464,647.474731,731.782776,767.338684
1014,0,-0.245224,0.283830,2.956184,631.014221,731.774963,758.028381
1015,0,-0.249451,0.281273,2.957281,614.731812,731.991394,748.741821
1016,0,-0.252948,0.276093,2.958862,598.567627,732.191101,739.533203
1017,0,-0.257490,0.273029,2.960041,582.707397,732.547302,730.106873
1018,0,-0.261152,0.270091,2.961031,566.882629,732.564819,721.194214
1019,0,-0.264926,0.265832,2.962003,551.435669,732.777649,711.602966
1020,0,-0.266290,0.264941,2.962628,536.211121,733.033875,701.995972
1021,0,-0.269212,0.260558,2.962873,521.123657,732.974609,692.327576
1022,0,-0.274530,0.259162,2.962301,506.042603,732.849731,682.896179
1023,0,-0.276812,0.254958,2.962123,491.426025,732.979980,672.909546
1024,0,-0.279271,0.253960,2.961600,476.701080,732.856995,663.365784
1025,0,-0.280754,0.250439,2.961493,462.294373,732.713562,653.457153
1026,0,-0.282302,0.248702,2.960860,448.027924,732.387695,643.519287
1027,0,-0.284201,0.245696,2.960731,434.076508,732.296021,633.463684
1028,0,-0.284360,0.241196,2.961444,420.157257,731.965759,623.536560
1029,0,-0.285344,0.238275,2.961672,406.447571,731.682190,613.528137
1030,0,-0.287318,0.233912,2.962290,392.889069,731.757385,603.279602
1031,0,-0.282401,0.229849,2.964293,379.878998,731.583740,593.234863
1032,0,-0.286151,0.226457,2.965007,366.688446,731.317383,582.883484
1033,0,-0.290434,0.222394,2.965737,353.837067,731.238159,572.448059
1034,0,-0.285864,0.217719,2.968271,341.530518,731.096497,561.793945
1035,0,-0.284655,0.214053,2.970488,329.385925,730.843872,551.590576
1036,0,-0.291719,0.210213,2.970948,317.309326,730.489868,541.290100
1037,0,-0.291588,0.206039,2.972639,305.745514,730.106018,530.909851
1038,0,-0.295290,0.202853,2.973976,294.360199,729.738586,520.149780
1039,0,-0.300516,0.199583,2.974992,283.264038,729.277283,509.947235
1040,0,-0.304556,0.196214,2.975917,272.400970,728.813721,499.717438
1041,0,-0.310761,0.193723,2.976957,261.814789,728.444397,489.285278
1042,0,-0.319661,0.191410,2.977087,251.229340,727.921814,478.877045
1043,0,-0.326739,0.187079,2.978475,240.949310,727.342346,468.873749
1044,0,-0.338238,0.185977,2.978197,230.740417,727.067017,458.780884
1045,0,-0.339416,0.181498,2.980855,220.789703,726.134399,449.468536
1046,0,-0.346771,0.176500,2.981839,210.946899,725.927979,439.172028
1047,0,-0.358083,0.173695,2.982998,201.122391,725.655640,429.502533
1048,0,-0.363233,0.169980,2.984528,191.793884,725.244324,419.773254
1049,0,-0.368892,0.166391,2.986491,182.494904,724.920715,409.995514
1050,0,-0.375048,0.161861,2.987757,173.428009,724.500854,400.545654
1051,0,-0.383598,0.159583,2.988935,164.571365,723.927490,390.805817
1052,0,-0.391215,0.157543,2.990460,155.972702,723.473145,381.185150
1053,0,-0.401384,0.155008,2.991078,147.522186,722.932190,371.751770
1054,0,-0.409969,0.153367,2.991968,139.457504,722.246460,362.826385
1055,0,-0.423542,0.152760,2.991986,131.520355,721.759338,353.821106
1056,0,-0.430271,0.150353,2.994418,124.064217,721.541626,345.065338
1057,0,-0.445355,0.151069,2.994033,116.626762,721.205566,336.500488
1058,0,-0.453365,0.151849,2.995601,109.632301,721.143433,327.959351
1059,0,-0.467243,0.149652,2.995167,102.597359,720.910400,320.146149
1060,0,-0.473949,0.148964,2.996910,95.939728,720.370178,313.397644
1061,0,-0.486707,0.148407,2.996651,89.510681,720.799927,304.828857
1062,0,-0.489571,0.148656,2.999273,83.644760,720.620300,297.802979
1063,0,-0.501203,0.146227,2.998570,77.508011,720.312866,291.307678
1064,0,-0.502232,0.144228,3.000954,71.989960,720.271057,284.610382
1065,0,-0.507152,0.142315,3.001554,66.628883,720.155212,277.820953
1066,0,-0.507093,0.141510,3.003485,61.491425,719.542786,272.152954
1067,0,-0.512632,0.140000,3.003911,56.397591,719.349121,265.670990
1068,0,-0.514300,0.139567,3.004958,51.834652,719.019165,259.129333
1069,0,-0.510790,0.138096,3.007722,47.517975,718.499512,253.986771
1070,0,-0.508937,0.143028,3.010164,43.393478,718.973450,246.943176
1071,0,-0.510135,0.140417,3.012203,39.171066,718.499023,241.988770
1072,0,-0.509906,0.143386,3.013762,35.324512,718.818420,235.794342
1073,0,-0.512119,0.142600,3.014815,31.467703,718.525757,231.263657
1074,0,-0.507248,0.139082,3.019531,27.918905,718.190491,226.103394
1075,0,-0.504083,0.142213,3.021144,24.771315,718.379211,220.400970
1076,0,-0.502751,0.144822,3.023207,21.225485,718.411926,215.794952
1077,0,-0.501684,0.145664,3.024876,18.028130,717.990906,211.483353
1078,0,-0.499941,0.148473,3.026240,14.670684,718.318054,206.730301
1079,0,-0.497250,0.150022,3.027038,11.693454,718.145447,203.084946
1080,0,-0.493558,0.152860,3.028870,8.402985,718.662476,198.745316
1081,0,-0.495822,0.155632,3.027779,5.178856,718.786743,195.283859
1082,0,-0.484850,0.158257,3.030466,2.275808,719.238953,191.408585
1083,0,-0.485281,0.156636,3.029277,-1.304502,719.509766,187.771225
1084,0,-0.478756,0.159951,3.029792,-4.137685,719.573669,184.780609
1085,0,-0.474433,0.161107,3.029904,-7.374733,719.754822,181.488403
1086,0,-0.473636,0.164146,3.028561,-10.547828,720.371460,177.895340
1087,0,-0.472458,0.164615,3.027516,-13.797338,720.643738,174.598343
1088,0,-0.469407,0.163421,3.026979,-16.858353,720.518005,171.731781
1089,0,-0.464430,0.166235,3.027890,-19.754559,721.206421,168.311920
1090,0,-0.461875,0.166546,3.027909,-22.665615,721.543335,165.602203
1091,0,-0.456488,0.165711,3.028722,-25.510773,722.109741,162.476151
1092,0,-0.450820,0.170509,3.028724,-28.297768,722.702820,159.452042
1093,0,-0.452361,0.170086,3.028363,-31.197073,722.946899,156.915680
1094,0,-0.448704,0.172368,3.028981,-33.980961,723.419556,153.912186
1095,0,-0.446102,0.173613,3.028904,-36.772007,724.010254,150.766541
1096,0,-0.440019,0.173311,3.030870,-39.300625,723.480957,149.170105
